left_out_dataset_id,rank,strategy_id,equal_weight_rmse_mean,equal_weight_mae_mean,equal_weight_pearson_mean,equal_weight_spearman_mean,equal_weight_seed_rmse_std_mean,informative_source_count
helm_objective__capabilities_v1_0_0,1,psychometric_default__deterministic_info,3.277253535539317,2.6267077888373027,0.9897474762239562,0.983768969300565,0.0,2
helm_objective__capabilities_v1_0_0,2,psychometric_default__random_cv,3.4371200962259136,2.709957292690614,0.9891856205787521,0.9788069462569682,0.0,2
helm_objective__capabilities_v1_0_0,3,minimal_cleaning__deterministic_info,3.795147221752336,2.9673275510568904,0.9780214688779383,0.9584712677089926,0.0,2
helm_objective__capabilities_v1_0_0,4,reconstruction_first__deterministic_info,3.795147221752336,2.9673275510568904,0.9780214688779383,0.9584712677089926,0.0,2
helm_objective__capabilities_v1_0_0,5,reconstruction_first_relaxed__deterministic_info,3.795147221752336,2.9673275510568904,0.9780214688779383,0.9584712677089926,0.0,2
helm_objective__capabilities_v1_0_0,6,reconstruction_first__random_cv,5.02600820504325,3.7073988491364007,0.9510005892035065,0.8806621137524085,0.0,2
ollb_v1_metabench_source__release_default_subset_20260405,1,psychometric_default__deterministic_info,3.8850671212089525,3.4066850424005337,0.9894687169970373,0.9935854122563142,0.0,2
ollb_v1_metabench_source__release_default_subset_20260405,2,minimal_cleaning__deterministic_info,3.9035670519052417,3.460734983693012,0.9888359216157125,0.975,0.0,2
ollb_v1_metabench_source__release_default_subset_20260405,3,reconstruction_first__deterministic_info,3.9035670519052417,3.460734983693012,0.9888359216157125,0.975,0.0,2
ollb_v1_metabench_source__release_default_subset_20260405,4,reconstruction_first_relaxed__deterministic_info,3.9035670519052417,3.460734983693012,0.9888359216157125,0.975,0.0,2
ollb_v1_metabench_source__release_default_subset_20260405,5,psychometric_default__random_cv,6.163050129004114,5.068058946543106,0.9743299082848842,0.8685854122563142,0.0,2
ollb_v1_metabench_source__release_default_subset_20260405,6,reconstruction_first__random_cv,6.355250050361255,4.841876112916813,0.9431923612826545,0.9,0.0,2
openeval__hf_94f8112_20260314,1,minimal_cleaning__deterministic_info,3.873185651119475,3.422746615374251,0.9877410885669409,0.9834712677089925,0.0,2
openeval__hf_94f8112_20260314,2,reconstruction_first__deterministic_info,3.873185651119475,3.422746615374251,0.9877410885669409,0.9834712677089925,0.0,2
openeval__hf_94f8112_20260314,3,reconstruction_first_relaxed__deterministic_info,3.873185651119475,3.422746615374251,0.9877410885669409,0.9834712677089925,0.0,2
openeval__hf_94f8112_20260314,4,psychometric_default__deterministic_info,3.8874313092156276,3.3483746025573415,0.9846048423505707,0.9901835570442508,0.0,2
openeval__hf_94f8112_20260314,5,reconstruction_first__random_cv,5.205297354283625,4.028273769517128,0.9645336452014578,0.9806621137524085,0.0,2
openeval__hf_94f8112_20260314,6,psychometric_default__random_cv,6.104386896032324,5.031241747216814,0.9685713080160935,0.860221534000654,0.0,2
