model_type,method,rmse_mean,rmse_std,mae_mean,pearson_mean,spearman_mean,runtime_mean_seconds,runs,seed_rmse_std
joint,gam,13.166187458896388,0.0,12.77725970366018,0.92459308050123,0.8676470588235294,0.049257912000434265,3,0.0
joint,xgboost,13.319571090250117,0.0,12.010297275724866,0.905726220951531,0.954863710632231,0.0608102964470163,3,0.0
joint,elastic_net,13.659911889836321,0.020326460154985182,13.205439387805042,0.9184496626742872,0.8676470588235294,0.023434523350766137,3,0.020326460154985182
marginal,gam,13.87022168120229,0.24827123869554915,11.034225115339893,0.9303506483048025,0.9404032585917882,0.02915241186403566,3,0.24827123869554915
marginal,elastic_net,14.601329915227579,0.1299341202707035,11.78214954859456,0.8970050409571183,0.8508410434878083,0.017762282462273207,3,0.1299341202707035
marginal,xgboost,17.244411555639243,0.1735640705475831,14.86861334906684,0.7945929639670263,0.7015706849811751,0.05374492121498204,3,0.1735640705475831
