backend,status,gate_passed,skip_reason,theta_pearson,theta_spearman,icc_mean_rmse,summary_path,report_json_path,failure_count
girth,ok,True,,0.9999997152940514,0.9999999999999999,0.0003833838871593282,/Users/jeremykalfus/CodingProjects/BenchIQ/reports/irt_backend_comparison/parity/girth/irt_r_baseline_summary.md,/Users/jeremykalfus/CodingProjects/BenchIQ/reports/irt_backend_comparison/parity/girth/irt_r_baseline_summary.json,0
bayes_mcmc,ok,False,,0.9788901291195302,0.96197255746966,0.08005333792266486,/Users/jeremykalfus/CodingProjects/BenchIQ/reports/irt_backend_comparison/parity/bayes_mcmc/irt_r_baseline_summary.md,/Users/jeremykalfus/CodingProjects/BenchIQ/reports/irt_backend_comparison/parity/bayes_mcmc/irt_r_baseline_summary.json,1
