method,best_available_test_rmse_mean,best_available_test_rmse_std,stage04_runtime_mean_seconds,stage04_runtime_std_seconds,marginal_test_rmse_mean,joint_test_rmse_mean,runs,seed_rmse_std,selection_stability_mean,selection_stability_min
deterministic_info,13.941838657876849,3.1564789441533287,0.08752987537688266,0.0023284003544377903,13.881837968799609,13.941838657876849,9,1.6493971956203828,1.0,1.0
random_cv,13.94669622310069,3.6822859617601282,0.7621370416988308,0.05126362754303593,12.868362600225598,13.94669622310069,9,2.0381938714527097,0.5343915343915344,0.14285714285714285
