strategy_id,equal_weight_rmse_mean,equal_weight_mae_mean,equal_weight_pearson_mean,equal_weight_spearman_mean,equal_weight_seed_rmse_std_mean,informative_source_count
reconstruction_first__random_cv,8.3588929617584,6.933135116163268,0.8333665910498707,0.8242787669349542,0.0,3
psychometric_default__random_cv,9.068070712125408,6.672793352269735,0.8481168384690997,0.8892409793884065,0.0,3
minimal_cleaning__deterministic_info,10.343351633837345,7.691172335602599,0.7582463959079675,0.7591279022342384,0.0,3
reconstruction_first__deterministic_info,10.343351633837345,7.691172335602599,0.7582463959079675,0.7591279022342384,0.0,3
reconstruction_first_relaxed__deterministic_info,10.343351633837345,7.691172335602599,0.7582463959079675,0.7591279022342384,0.0,3
psychometric_default__deterministic_info,11.121582121064227,8.494424190766468,0.743169381450182,0.6949254448808521,0.0,3
