search_stage,dataset_id,dataset_label,profile_id,family,description,preselection_method,is_baseline,benchmark_id,selection_stage,pairwise_jaccard_mean,pairwise_jaccard_min,seed_count
real_confirmation_multi_seed,large_release_default_subset,large release-default real-data subset,reconstruction_relaxed,promoted_current,current promoted preprocessing profile,deterministic_info,True,arc,final,0.9531448685180947,0.9455252918287937,3
real_confirmation_multi_seed,large_release_default_subset,large release-default real-data subset,reconstruction_relaxed,promoted_current,current promoted preprocessing profile,deterministic_info,True,arc,preselect,1.0,1.0,3
real_confirmation_multi_seed,large_release_default_subset,large release-default real-data subset,reconstruction_relaxed,promoted_current,current promoted preprocessing profile,deterministic_info,True,gsm8k,final,0.9711178278953215,0.9607843137254902,3
real_confirmation_multi_seed,large_release_default_subset,large release-default real-data subset,reconstruction_relaxed,promoted_current,current promoted preprocessing profile,deterministic_info,True,gsm8k,preselect,1.0,1.0,3
real_confirmation_multi_seed,large_release_default_subset,large release-default real-data subset,reconstruction_relaxed,promoted_current,current promoted preprocessing profile,deterministic_info,True,hellaswag,final,0.9035962968701923,0.8939393939393939,3
real_confirmation_multi_seed,large_release_default_subset,large release-default real-data subset,reconstruction_relaxed,promoted_current,current promoted preprocessing profile,deterministic_info,True,hellaswag,preselect,1.0,1.0,3
real_confirmation_multi_seed,large_release_default_subset,large release-default real-data subset,reconstruction_relaxed,promoted_current,current promoted preprocessing profile,deterministic_info,True,mmlu,final,0.943031330749354,0.937984496124031,3
real_confirmation_multi_seed,large_release_default_subset,large release-default real-data subset,reconstruction_relaxed,promoted_current,current promoted preprocessing profile,deterministic_info,True,mmlu,preselect,1.0,1.0,3
real_confirmation_multi_seed,large_release_default_subset,large release-default real-data subset,reconstruction_relaxed,promoted_current,current promoted preprocessing profile,deterministic_info,True,truthfulqa,final,0.9431089743589745,0.9230769230769231,3
real_confirmation_multi_seed,large_release_default_subset,large release-default real-data subset,reconstruction_relaxed,promoted_current,current promoted preprocessing profile,deterministic_info,True,truthfulqa,preselect,1.0,1.0,3
real_confirmation_multi_seed,large_release_default_subset,large release-default real-data subset,reconstruction_relaxed,promoted_current,current promoted preprocessing profile,deterministic_info,True,winogrande,final,0.943031330749354,0.937984496124031,3
real_confirmation_multi_seed,large_release_default_subset,large release-default real-data subset,reconstruction_relaxed,promoted_current,current promoted preprocessing profile,deterministic_info,True,winogrande,preselect,1.0,1.0,3
real_confirmation_multi_seed,large_release_default_subset,large release-default real-data subset,relaxed_low_tail_0005,winner_low_tail,winner plus very light low-tail trimming,deterministic_info,False,arc,final,0.9480980338927717,0.937984496124031,3
real_confirmation_multi_seed,large_release_default_subset,large release-default real-data subset,relaxed_low_tail_0005,winner_low_tail,winner plus very light low-tail trimming,deterministic_info,False,arc,preselect,1.0,1.0,3
real_confirmation_multi_seed,large_release_default_subset,large release-default real-data subset,relaxed_low_tail_0005,winner_low_tail,winner plus very light low-tail trimming,deterministic_info,False,gsm8k,final,0.9505917639429313,0.9455252918287937,3
real_confirmation_multi_seed,large_release_default_subset,large release-default real-data subset,relaxed_low_tail_0005,winner_low_tail,winner plus very light low-tail trimming,deterministic_info,False,gsm8k,preselect,1.0,1.0,3
real_confirmation_multi_seed,large_release_default_subset,large release-default real-data subset,relaxed_low_tail_0005,winner_low_tail,winner plus very light low-tail trimming,deterministic_info,False,hellaswag,final,0.9035594384620594,0.9011406844106464,3
