left_out_dataset_id,rank,strategy_id,equal_weight_rmse_mean,equal_weight_mae_mean,equal_weight_pearson_mean,equal_weight_spearman_mean,equal_weight_seed_rmse_std_mean,informative_source_count
helm_objective__capabilities_v1_0_0,1,psychometric_default__deterministic_info,2.84907008565569,2.2564783148164,0.9930944502706793,0.9839052921726066,0.0,2
helm_objective__capabilities_v1_0_0,2,psychometric_default__random_cv,2.9057038374105293,2.2742977732546907,0.9934546051438664,0.986500335754319,0.0,2
helm_objective__capabilities_v1_0_0,3,minimal_cleaning__deterministic_info,3.3298696174630127,2.573457475363125,0.9828780302257198,0.9554525616230989,0.0,2
helm_objective__capabilities_v1_0_0,4,reconstruction_first__deterministic_info,3.3298696174630127,2.573457475363125,0.9828780302257198,0.9554525616230989,0.0,2
helm_objective__capabilities_v1_0_0,5,reconstruction_first_relaxed__deterministic_info,3.3298696174630127,2.573457475363125,0.9828780302257198,0.9554525616230989,0.0,2
helm_objective__capabilities_v1_0_0,6,reconstruction_first__random_cv,4.366079469228275,3.2723627604515633,0.9578655510929257,0.8851958542101092,0.0,2
ollb_v1_metabench_source__release_default_subset_20260405,1,psychometric_default__deterministic_info,3.8850671212089525,3.4066850424005337,0.9894687169970373,0.9935854122563142,0.0,2
ollb_v1_metabench_source__release_default_subset_20260405,2,minimal_cleaning__deterministic_info,3.9035670519052417,3.460734983693012,0.9888359216157125,0.975,0.0,2
ollb_v1_metabench_source__release_default_subset_20260405,3,reconstruction_first__deterministic_info,3.9035670519052417,3.460734983693012,0.9888359216157125,0.975,0.0,2
ollb_v1_metabench_source__release_default_subset_20260405,4,reconstruction_first_relaxed__deterministic_info,3.9035670519052417,3.460734983693012,0.9888359216157125,0.975,0.0,2
ollb_v1_metabench_source__release_default_subset_20260405,5,psychometric_default__random_cv,6.163050129004114,5.068058946543106,0.9743299082848842,0.8685854122563142,0.0,2
ollb_v1_metabench_source__release_default_subset_20260405,6,reconstruction_first__random_cv,6.355250050361255,4.841876112916813,0.9431923612826545,0.9,0.0,2
openeval__hf_94f8112_20260314,1,minimal_cleaning__deterministic_info,3.407908046830152,3.0288765396804855,0.9925976499147224,0.980452561623099,0.0,2
openeval__hf_94f8112_20260314,2,reconstruction_first__deterministic_info,3.407908046830152,3.0288765396804855,0.9925976499147224,0.980452561623099,0.0,2
openeval__hf_94f8112_20260314,3,reconstruction_first_relaxed__deterministic_info,3.407908046830152,3.0288765396804855,0.9925976499147224,0.980452561623099,0.0,2
openeval__hf_94f8112_20260314,4,psychometric_default__deterministic_info,3.4592478593320006,2.9781451285364384,0.9879518163972938,0.9903198799162924,0.0,2
openeval__hf_94f8112_20260314,5,reconstruction_first__random_cv,4.54536861846865,3.5932376808322903,0.9713986070908771,0.9851958542101091,0.0,2
openeval__hf_94f8112_20260314,6,psychometric_default__random_cv,5.57297063721694,4.595582227780891,0.9728402925812077,0.8679149234980046,0.0,2
