strategy_id,equal_weight_rmse_mean,equal_weight_mae_mean,equal_weight_pearson_mean,equal_weight_spearman_mean,equal_weight_seed_rmse_std_mean,informative_source_count
psychometric_default__deterministic_info,3.397795022065548,2.8804361619177907,0.9901716612216701,0.9892701947817377,0.0,3
minimal_cleaning__deterministic_info,3.5471149053994693,3.0210229995788738,0.9881038672520516,0.9703017077487326,0.0,3
reconstruction_first__deterministic_info,3.5471149053994693,3.0210229995788738,0.9881038672520516,0.9703017077487326,0.0,3
reconstruction_first_relaxed__deterministic_info,3.5471149053994693,3.0210229995788738,0.9881038672520516,0.9703017077487326,0.0,3
psychometric_default__random_cv,4.880574867877194,3.9793129825262294,0.9802082686699861,0.9076668905028793,0.0,3
reconstruction_first__random_cv,5.088899379352727,3.902492184733555,0.9574855064888191,0.9234639028067395,0.0,3
